Image,IoU,Precision,Accuracy,TP,FP,FN,TN,Visualization
WT_NADA_RADA_HADA_NHS_40min_ROI1_SIM_binary.tif,0.3666184737720425,0.48900137963575563,0.9607274532318115,95345,99634,65087,3934238,C:\Users\zindi\PycharmProjects\PythonProject\Evaluations\Results\WT_NADA_RADA_HADA_NHS_40min_ROI1_SIM_binary_eval.png
