Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86,X87,Y87,X88,Y88,X89,Y89,X90,Y90,X91,Y91,X92,Y92,X93,Y93,X94,Y94,X95,Y95
0.32242,1613.177,0.322421,579.416,0.32242,1335.258,0.32242,41.963,0.32242,147.630,0.32242,1558.874,0.32242,870.492,0.32242,64.086,0.32242,1308.067,0.32242,309.424,0.32242,2319.589,0.32242,152.136,0.32242,432.452,0.32242,276.960,0.32242,351.091,0.322421,440.184,0.32242,456.704,0.32242,386.915,0.32242,144.176,0.32242,472.777,0.32242,274.204,0.32242,423.793,0.32242,373.930,0.32242,607.747,0.32242,4166.795,0.32242,2382.029,0.32242,4781.251,0.32242,352.731,0.32242,213.547,0.32242,269.106,0.32242,1320.794,0.32242,3867.026,0.32242,2550.232,0.32242,363.093,0.32242,8753.974,0.32242,1178.268,0.322421,536.949,0.322421,202.217,0.32242,408.424,0.32242,226.542,0.32242,1358.789,0.32242,879.613,0.32242,1212.647,0.32242,758.104,0.32242,991.824,0.32242,738.730,0.322421,3261.021,0.32242,758.212,0.32242,7479.588,0.322421,1468.676,0.32242,406.320,0.32242,678.733,0.32242,643.849,0.32242,124.082,0.32242,3212.382,0.32242,384.980,0.32242,629.317,0.32242,196.499,0.32242,4215.067,0.322421,1390.282,0.32242,903.958,0.32242,5248.206,0.32242,4.965,0.32242,5175.320,0.32242,841.822,0.32242,1662.703,0.32242,82.333,0.32242,7735.142,0.32242,433.947,0.32242,1132.722,0.32242,999.605,0.32242,1266.456,0.32242,180.242,0.322421,1470.429,0.32242,4122.800,0.32242,14316.478,0.32242,5116.243,0.32242,977.471,0.32242,344.486,0.32242,119.748,0.322421,6736.433,0.32242,3020.250,0.32242,987.229,0.32242,4045.914,0.32242,296.557,0.32242,470.695,0.32242,0.000,0.32242,3267.891,0.32242,0.053,0.322421,1479.088,0.32242,367.856,0.322421,2759.764,0.32242,674.511,0.322421,849.560,0.32242,161.997,0.32242,728.419
0.35466,2016.497,0.354663,587.867,0.35466,1555.444,0.35466,120.180,0.35466,303.630,0.35466,1491.640,0.35466,1161.340,0.35466,26.412,0.35466,1153.325,0.35466,286.916,0.35466,3173.205,0.35466,39.471,0.35466,380.225,0.35466,276.364,0.35466,488.945,0.354663,1120.270,0.35466,612.400,0.35466,320.220,0.35466,162.951,0.35466,441.955,0.35466,257.384,0.35466,395.637,0.35466,339.556,0.35466,805.782,0.35466,4707.795,0.35466,1674.648,0.35466,4899.828,0.35466,334.312,0.35466,284.458,0.35466,339.067,0.35466,1449.283,0.35466,5989.544,0.35466,4526.559,0.35466,489.324,0.35466,9065.324,0.35466,2181.573,0.354663,414.929,0.354663,193.933,0.35466,440.828,0.35466,197.192,0.35466,2345.356,0.35466,1219.140,0.35466,1653.422,0.35466,876.392,0.35466,1370.065,0.35466,909.888,0.354663,5135.517,0.35466,1029.518,0.35466,6317.120,0.354663,1765.720,0.35466,547.981,0.35466,694.873,0.35466,932.463,0.35466,129.324,0.35466,5280.554,0.35466,658.597,0.35466,1414.641,0.35466,81.052,0.35466,5720.667,0.354663,1319.344,0.35466,1250.562,0.35466,6323.079,0.35466,39.928,0.35466,3194.612,0.35466,795.219,0.35466,1690.533,0.35466,87.567,0.35466,7644.928,0.35466,469.136,0.35466,929.081,0.35466,1003.306,0.35466,1746.580,0.35466,302.995,0.354663,1493.408,0.35466,6250.933,0.35466,13687.610,0.35466,5203.340,0.35466,1122.499,0.35466,734.083,0.35466,49.524,0.354663,7100.667,0.35466,5584.231,0.35466,2486.486,0.35466,6727.439,0.35466,277.791,0.35466,549.583,0.35466,2.987,0.35466,5286.877,0.35466,0.000,0.354663,2263.156,0.35466,714.144,0.354663,4195.043,0.35466,685.409,0.354663,728.450,0.35466,94.148,0.35466,583.958
0.38690,2279.291,0.386905,636.687,0.38690,1901.606,0.38690,290.225,0.38690,343.362,0.38690,1668.599,0.38690,1566.325,0.38690,105.408,0.38690,1124.696,0.38690,164.070,0.38690,4181.394,0.38690,34.872,0.38690,311.337,0.38690,358.633,0.38690,585.368,0.386905,2483.637,0.38690,903.446,0.38690,318.457,0.38690,155.974,0.38690,378.484,0.38690,725.237,0.38690,215.896,0.38690,304.412,0.38690,889.900,0.38690,4616.812,0.38690,1555.548,0.38690,4791.077,0.38690,370.180,0.38690,317.485,0.38690,412.657,0.38690,1607.163,0.38690,7788.675,0.38690,7301.287,0.38690,687.753,0.38690,8268.275,0.38690,3805.500,0.386905,391.763,0.386905,193.067,0.38690,467.267,0.38690,189.028,0.38690,4149.743,0.38690,1713.394,0.38690,1760.260,0.38690,968.648,0.38690,1813.068,0.38690,922.234,0.386905,7087.612,0.38690,1067.350,0.38690,4804.684,0.386905,1824.148,0.38690,689.953,0.38690,1076.741,0.38690,1461.391,0.38690,86.778,0.38690,7928.317,0.38690,1139.781,0.38690,2974.541,0.38690,191.443,0.38690,7057.833,0.386905,1135.242,0.38690,1954.875,0.38690,6505.401,0.38690,90.854,0.38690,1867.745,0.38690,788.652,0.38690,1597.109,0.38690,38.367,0.38690,6205.918,0.38690,541.443,0.38690,663.646,0.38690,1164.547,0.38690,2441.284,0.38690,803.692,0.386905,1140.401,0.38690,8151.550,0.38690,11955.082,0.38690,5162.731,0.38690,1328.690,0.38690,1569.680,0.38690,72.965,0.386905,6741.400,0.38690,7801.014,0.38690,4633.371,0.38690,9312.418,0.38690,150.232,0.38690,706.240,0.38690,25.678,0.38690,7139.791,0.38690,0.000,0.386905,2855.930,0.38690,1376.158,0.386905,5439.469,0.38690,672.531,0.386905,689.708,0.38690,187.127,0.38690,435.453
0.41915,2370.302,0.419147,839.922,0.41915,2322.563,0.41915,495.132,0.41915,278.622,0.41915,2252.395,0.41915,2014.255,0.41915,319.370,0.41915,1271.630,0.41915,433.507,0.41915,5065.395,0.41915,77.198,0.41915,417.927,0.41915,485.983,0.41915,643.520,0.419147,4512.024,0.41915,1582.814,0.41915,364.565,0.41915,102.994,0.41915,285.703,0.41915,1921.579,0.41915,239.834,0.41915,324.312,0.41915,955.959,0.41915,3911.762,0.41915,2033.292,0.41915,4583.187,0.41915,416.595,0.41915,325.423,0.41915,494.684,0.41915,1539.359,0.41915,8860.737,0.41915,9962.128,0.41915,922.987,0.41915,6628.939,0.41915,5841.765,0.419147,429.863,0.419147,113.500,0.41915,512.860,0.41915,213.144,0.41915,6250.637,0.41915,2514.327,0.41915,1456.904,0.41915,1050.058,0.41915,2196.408,0.41915,773.319,0.419147,8570.753,0.41915,1183.727,0.41915,3502.178,0.419147,1647.667,0.41915,749.939,0.41915,2281.588,0.41915,2401.466,0.41915,58.121,0.41915,10399.493,0.41915,1689.593,0.41915,5173.540,0.41915,788.934,0.41915,7693.300,0.419147,981.687,0.41915,3053.126,0.41915,5719.803,0.41915,208.923,0.41915,1443.641,0.41915,906.006,0.41915,1617.500,0.41915,0.000,0.41915,4027.951,0.41915,695.444,0.41915,498.532,0.41915,1319.326,0.41915,3783.730,0.41915,1922.375,0.419147,702.139,0.41915,9038.167,0.41915,9322.314,0.41915,5060.447,0.41915,1665.061,0.41915,3200.740,0.41915,205.378,0.419147,5680.233,0.41915,8767.182,0.41915,6735.447,0.41915,11193.438,0.41915,43.104,0.41915,968.856,0.41915,85.961,0.41915,8491.847,0.41915,1.606,0.419147,2962.301,0.41915,2721.502,0.419147,5773.986,0.41915,725.512,0.419147,763.791,0.41915,347.899,0.41915,524.387
0.45139,2317.810,0.451389,1292.549,0.45139,2559.781,0.45139,583.763,0.45139,267.438,0.45139,3162.854,0.45139,2506.709,0.45139,624.464,0.45139,1595.708,0.45139,1694.127,0.45139,5434.276,0.45139,157.323,0.45139,1042.722,0.45139,626.478,0.45139,771.461,0.451389,6736.918,0.45139,2936.707,0.45139,455.953,0.45139,43.970,0.45139,185.009,0.45139,3741.797,0.45139,939.403,0.45139,403.639,0.45139,1272.781,0.45139,2807.547,0.45139,2894.191,0.45139,4245.419,0.45139,541.951,0.45139,358.173,0.45139,545.263,0.45139,1158.806,0.45139,8954.742,0.45139,11533.925,0.45139,1132.656,0.45139,4772.328,0.45139,7618.153,0.451389,432.451,0.451389,95.967,0.45139,579.163,0.45139,243.712,0.45139,7901.684,0.45139,3606.451,0.45139,1100.969,0.45139,1055.454,0.45139,2291.257,0.45139,502.530,0.451389,9234.580,0.45139,1812.676,0.45139,3207.798,0.451389,1352.479,0.45139,736.936,0.45139,4429.502,0.45139,3888.997,0.45139,67.382,0.45139,11958.538,0.45139,2021.552,0.45139,7611.938,0.45139,2129.739,0.45139,7262.200,0.451389,1029.915,0.45139,4664.527,0.45139,4255.555,0.45139,640.084,0.45139,1892.161,0.45139,1134.610,0.45139,1848.264,0.45139,96.233,0.45139,1990.734,0.45139,845.560,0.45139,648.937,0.45139,1420.502,0.45139,6236.388,0.45139,3854.905,0.451389,433.470,0.45139,8479.533,0.45139,6278.708,0.45139,4685.997,0.45139,2099.473,0.45139,5455.525,0.45139,328.183,0.451389,4116.633,0.45139,8066.527,0.45139,8135.196,0.45139,11840.819,0.45139,40.554,0.45139,1334.328,0.45139,201.886,0.45139,9330.407,0.45139,34.999,0.451389,2579.044,0.45139,4362.437,0.451389,4860.762,0.45139,908.104,0.451389,928.545,0.45139,418.683,0.45139,1056.792
0.48363,2054.898,0.483631,1798.376,0.48363,2386.468,0.48363,665.858,0.48363,382.436,0.48363,4175.459,0.48363,3164.872,0.48363,840.891,0.48363,2074.580,0.48363,4122.884,0.48363,5176.488,0.48363,308.810,0.48363,2611.020,0.48363,782.481,0.48363,1123.792,0.483631,8642.046,0.48363,4904.382,0.48363,540.617,0.48363,30.512,0.48363,137.506,0.48363,5352.402,0.48363,2702.514,0.48363,413.524,0.48363,2086.316,0.48363,1650.002,0.48363,3799.716,0.48363,3724.219,0.48363,866.809,0.48363,401.518,0.48363,540.887,0.48363,652.356,0.48363,8052.981,0.48363,11555.181,0.48363,1240.979,0.48363,3283.148,0.48363,8453.687,0.483631,364.204,0.483631,115.767,0.48363,746.200,0.48363,246.164,0.48363,8525.186,0.48363,4783.420,0.48363,1242.536,0.48363,985.234,0.48363,1860.737,0.48363,282.409,0.483631,8855.769,0.48363,3206.403,0.48363,4243.219,0.483631,1036.825,0.48363,624.409,0.48363,6759.350,0.48363,5787.913,0.48363,335.849,0.48363,11962.260,0.48363,2134.930,0.48363,9599.599,0.48363,4228.976,0.48363,5908.533,0.483631,1320.293,0.48363,6802.078,0.48363,2648.511,0.48363,1783.354,0.48363,2597.345,0.48363,1242.539,0.48363,2140.142,0.48363,891.800,0.48363,727.198,0.48363,946.930,0.48363,1104.865,0.48363,1479.085,0.48363,9745.452,0.48363,6465.837,0.483631,492.465,0.48363,6691.333,0.48363,3461.467,0.48363,3786.231,0.48363,2607.533,0.48363,7654.251,0.48363,461.037,0.483631,2362.700,0.48363,5987.096,0.48363,8619.806,0.48363,11439.553,0.48363,143.081,0.48363,1824.373,0.48363,722.290,0.48363,9860.901,0.48363,233.376,0.483631,1928.644,0.48363,5615.348,0.483631,3072.949,0.48363,1246.926,0.483631,1056.676,0.48363,404.765,0.48363,1715.762
0.51587,1695.418,0.515873,1919.669,0.51587,1827.264,0.51587,928.816,0.51587,519.591,0.51587,5167.826,0.51587,4316.416,0.51587,879.514,0.51587,2604.534,0.51587,6784.579,0.51587,4328.335,0.51587,551.251,0.51587,5261.270,0.51587,913.604,0.51587,1825.272,0.515873,9615.361,0.51587,7025.720,0.51587,642.085,0.51587,53.420,0.51587,176.769,0.51587,6216.268,0.51587,5165.126,0.51587,355.619,0.51587,3569.333,0.51587,812.540,0.51587,4398.607,0.51587,2987.306,0.51587,1476.290,0.51587,403.951,0.51587,521.985,0.51587,316.593,0.51587,6312.094,0.51587,10189.454,0.51587,1220.806,0.51587,2603.469,0.51587,8119.624,0.515873,263.002,0.515873,114.800,0.51587,1398.310,0.51587,233.287,0.51587,8165.896,0.51587,5535.270,0.51587,2277.913,0.51587,957.804,0.51587,1092.039,0.51587,240.095,0.515873,7616.278,0.51587,5054.935,0.51587,6074.715,0.515873,816.589,0.51587,334.662,0.51587,8183.022,0.51587,7409.232,0.51587,1855.279,0.51587,10533.403,0.51587,2621.515,0.51587,10462.549,0.51587,6507.752,0.51587,4200.833,0.515873,1684.489,0.51587,9009.115,0.51587,1371.519,0.51587,3685.094,0.51587,2844.859,0.51587,1128.488,0.51587,2260.004,0.51587,2492.400,0.51587,343.812,0.51587,964.620,0.51587,1559.606,0.51587,1578.149,0.51587,13488.852,0.51587,9247.960,0.515873,814.340,0.51587,4452.700,0.51587,1469.299,0.51587,2445.881,0.51587,3317.640,0.51587,9015.437,0.51587,613.187,0.515873,897.300,0.51587,3432.381,0.51587,8401.892,0.51587,10267.727,0.51587,448.235,0.51587,2386.170,0.51587,1930.592,0.51587,10149.186,0.51587,853.525,0.515873,1269.234,0.51587,5950.813,0.515873,1298.348,0.51587,1797.402,0.515873,1025.379,0.51587,407.254,0.51587,2270.704
0.54812,1467.765,0.548115,1499.734,0.54812,1146.575,0.54812,1506.384,0.54812,574.126,0.54812,6232.013,0.54812,6015.251,0.54812,815.379,0.54812,3118.011,0.54812,8242.808,0.54812,3348.788,0.54812,971.892,0.54812,7925.413,0.54812,952.846,0.54812,2942.209,0.548115,9351.300,0.54812,8562.095,0.54812,851.624,0.54812,68.551,0.54812,231.142,0.54812,6314.195,0.54812,7383.776,0.54812,381.433,0.54812,5443.255,0.54812,415.090,0.54812,4447.617,0.54812,2126.747,0.54812,2395.639,0.54812,371.562,0.54812,511.201,0.54812,260.671,0.54812,4136.571,0.54812,8190.444,0.54812,1271.786,0.54812,2889.051,0.54812,7196.482,0.548115,183.516,0.548115,196.033,0.54812,2921.563,0.54812,233.248,0.54812,7560.914,0.54812,5692.858,0.54812,4122.638,0.54812,899.055,0.54812,444.869,0.54812,363.496,0.548115,5976.141,0.54812,7065.029,0.54812,7593.274,0.548115,810.080,0.54812,156.904,0.54812,8220.142,0.54812,8234.860,0.54812,4889.359,0.54812,8151.702,0.54812,4167.340,0.54812,10140.255,0.54812,8259.575,0.54812,2751.033,0.548115,1889.768,0.54812,10402.118,0.54812,599.448,0.54812,5605.227,0.54812,2305.920,0.54812,1139.510,0.54812,2181.929,0.54812,4807.267,0.54812,357.175,0.54812,903.735,0.54812,1724.489,0.54812,1649.278,0.54812,16187.336,0.54812,11201.748,0.548115,1118.802,0.54812,2701.833,0.54812,603.220,0.54812,1190.349,0.54812,4398.238,0.54812,9223.356,0.54812,1021.465,0.548115,160.533,0.54812,1480.586,0.54812,7792.048,0.54812,8808.785,0.54812,1115.774,0.54812,2856.100,0.54812,4276.289,0.54812,10062.585,0.54812,2054.125,0.548115,760.775,0.54812,5226.273,0.548115,541.029,0.54812,2458.564,0.548115,849.028,0.54812,543.032,0.54812,3136.572
0.58036,1284.801,0.580357,882.080,0.58036,678.350,0.58036,2387.639,0.58036,572.142,0.58036,7446.786,0.58036,7952.011,0.58036,1011.175,0.58036,3494.277,0.58036,7752.896,0.58036,2787.103,0.58036,1730.006,0.58036,9470.100,0.58036,957.041,0.58036,4401.093,0.580357,8072.025,0.58036,8976.356,0.58036,1097.035,0.58036,65.642,0.58036,509.701,0.58036,5914.762,0.58036,8545.433,0.58036,761.977,0.58036,7204.007,0.58036,278.717,0.58036,3908.479,0.58036,1303.482,0.58036,3456.022,0.58036,430.881,0.58036,526.116,0.58036,402.982,0.58036,2427.010,0.58036,6312.719,0.58036,1768.375,0.58036,3926.028,0.58036,6402.044,0.580357,153.116,0.580357,319.167,0.58036,5282.225,0.58036,235.825,0.58036,7424.184,0.58036,5310.402,0.58036,6335.371,0.58036,710.632,0.58036,74.063,0.58036,497.516,0.580357,4450.431,0.58036,8816.100,0.58036,8057.848,0.580357,964.288,0.58036,105.914,0.58036,7193.223,0.58036,8260.654,0.58036,8105.270,0.58036,5548.177,0.58036,6778.898,0.58036,8860.305,0.58036,8935.486,0.58036,1892.533,0.580357,1804.035,0.58036,10363.286,0.58036,201.234,0.58036,6726.270,0.58036,1354.752,0.58036,1859.584,0.58036,2297.875,0.58036,7510.050,0.58036,477.384,0.58036,776.789,0.58036,1588.351,0.58036,1587.651,0.58036,16894.262,0.58036,11713.692,0.580357,1182.374,0.58036,2171.933,0.58036,554.381,0.58036,415.947,0.58036,5790.045,0.58036,8486.740,0.58036,1895.333,0.580357,155.967,0.58036,844.263,0.58036,6882.968,0.58036,7252.139,0.58036,2154.945,0.58036,3107.268,0.58036,6890.912,0.58036,9302.171,0.58036,3950.855,0.580357,596.197,0.58036,3867.958,0.580357,636.017,0.58036,2851.795,0.580357,614.671,0.58036,869.495,0.58036,4467.619
0.61260,1198.871,0.612599,549.654,0.61260,589.210,0.61260,3500.473,0.61260,987.650,0.61260,8678.709,0.61260,9511.572,0.61260,2093.145,0.61260,3666.765,0.61260,5879.826,0.61260,2989.266,0.61260,3081.208,0.61260,9136.365,0.61260,1039.496,0.61260,5935.702,0.612599,6046.818,0.61260,8337.428,0.61260,1246.755,0.61260,101.349,0.61260,1359.537,0.61260,5246.170,0.61260,8386.429,0.61260,1871.339,0.61260,8130.609,0.61260,318.103,0.61260,2980.152,0.61260,706.495,0.61260,4247.947,0.61260,521.901,0.61260,587.899,0.61260,566.342,0.61260,1649.813,0.61260,4821.637,0.61260,3016.194,0.61260,5345.549,0.61260,5759.706,0.612599,138.626,0.612599,275.367,0.61260,7991.074,0.61260,240.287,0.61260,7842.401,0.61260,4909.768,0.61260,8316.666,0.61260,650.748,0.61260,1.094,0.61260,425.622,0.612599,3542.276,0.61260,9973.894,0.61260,7426.010,0.612599,1056.407,0.61260,197.024,0.61260,5899.170,0.61260,7650.601,0.61260,10158.312,0.61260,3344.487,0.61260,9626.077,0.61260,7026.695,0.61260,8343.706,0.61260,1763.567,0.612599,1446.146,0.61260,9057.405,0.61260,60.923,0.61260,6600.403,0.61260,592.913,0.61260,3545.100,0.61260,3086.981,0.61260,9822.467,0.61260,714.598,0.61260,607.608,0.61260,1493.688,0.61260,1489.765,0.61260,15684.907,0.61260,10971.046,0.612599,970.236,0.61260,3088.300,0.61260,828.877,0.61260,55.840,0.61260,7062.694,0.61260,7153.405,0.61260,3276.255,0.612599,593.133,0.61260,1570.745,0.61260,5572.213,0.61260,5652.976,0.61260,3398.318,0.61260,3037.707,0.61260,8761.719,0.61260,7776.975,0.61260,6304.999,0.612599,917.093,0.61260,2415.086,0.612599,1549.818,0.61260,2785.506,0.612599,453.648,0.61260,1197.828,0.61260,6246.694
0.64484,1328.449,0.644841,649.611,0.64484,938.949,0.64484,4876.292,0.64484,2587.442,0.64484,9465.648,0.64484,10144.251,0.64484,4220.760,0.64484,3619.219,0.64484,3783.734,0.64484,3937.099,0.64484,5216.438,0.64484,7295.736,0.64484,1161.187,0.64484,7135.166,0.644841,3784.296,0.64484,7231.517,0.64484,1153.665,0.64484,290.722,0.64484,2900.521,0.64484,4302.466,0.64484,7235.787,0.64484,3562.563,0.64484,7867.238,0.64484,535.089,0.64484,1968.799,0.64484,496.921,0.64484,4344.776,0.64484,538.014,0.64484,731.894,0.64484,616.234,0.64484,1860.297,0.64484,3533.134,0.64484,4920.109,0.64484,6809.345,0.64484,4986.668,0.644841,208.222,0.644841,118.767,0.64484,10144.941,0.64484,229.840,0.64484,8064.087,0.64484,4773.494,0.64484,9555.677,0.64484,741.726,0.64484,1.953,0.64484,302.006,0.644841,3531.259,0.64484,9978.096,0.64484,6139.460,0.644841,973.350,0.64484,400.893,0.64484,4838.714,0.64484,6894.072,0.64484,10482.723,0.64484,1700.520,0.64484,11588.295,0.64484,5124.904,0.64484,6740.426,0.64484,2312.767,0.644841,941.930,0.64484,7113.291,0.64484,183.057,0.64484,5390.837,0.64484,289.243,0.64484,5874.462,0.64484,4635.309,0.64484,10723.934,0.64484,1442.773,0.64484,392.129,0.64484,1713.369,0.64484,1648.853,0.64484,13622.954,0.64484,9595.558,0.644841,615.193,0.64484,5231.200,0.64484,1378.720,0.64484,75.855,0.64484,7623.593,0.64484,5428.876,0.64484,5137.104,0.644841,1668.567,0.64484,3747.062,0.64484,3837.616,0.64484,4082.729,0.64484,4590.970,0.64484,2656.092,0.64484,9177.146,0.64484,5674.136,0.64484,8595.008,0.644841,1443.316,0.64484,1485.161,0.644841,2728.676,0.64484,2424.319,0.644841,410.315,0.64484,1402.227,0.64484,8032.076
0.67708,1564.293,0.677083,1341.486,0.67708,1494.598,0.67708,6251.921,0.67708,5194.777,0.67708,9563.102,0.67708,9621.561,0.67708,6854.613,0.67708,3241.087,0.67708,2173.557,0.67708,5093.706,0.67708,7882.066,0.67708,4573.865,0.67708,1230.944,0.67708,7613.574,0.677083,2043.281,0.67708,6209.133,0.67708,851.851,0.67708,573.914,0.67708,4976.424,0.67708,3063.014,0.67708,5864.381,0.67708,5250.130,0.67708,6730.862,0.67708,1017.836,0.67708,1158.696,0.67708,679.211,0.67708,3621.845,0.67708,485.205,0.67708,988.546,0.67708,599.250,0.67708,2922.492,0.67708,2217.411,0.67708,6992.654,0.67708,7942.415,0.67708,3720.119,0.677083,373.835,0.677083,272.033,0.67708,11082.349,0.67708,379.499,0.67708,7210.914,0.67708,4952.555,0.67708,10028.153,0.67708,860.491,0.67708,33.203,0.67708,761.962,0.677083,4414.734,0.67708,8863.598,0.67708,4627.035,0.677083,899.158,0.67708,657.498,0.67708,4030.305,0.67708,6143.024,0.67708,9662.229,0.67708,690.054,0.67708,12138.238,0.67708,3217.724,0.67708,4662.191,0.67708,3505.933,0.677083,554.239,0.67708,5146.058,0.67708,1116.929,0.67708,3634.742,0.67708,415.724,0.67708,8163.216,0.67708,6513.394,0.67708,9785.684,0.67708,2498.672,0.67708,225.468,0.67708,2151.220,0.67708,2520.483,0.67708,11882.819,0.67708,8251.286,0.677083,335.399,0.67708,7833.883,0.67708,2086.917,0.67708,349.236,0.67708,7122.192,0.67708,3480.013,0.67708,7189.320,0.677083,3010.633,0.67708,6511.064,0.67708,1903.538,0.67708,2830.753,0.67708,5378.625,0.67708,2062.417,0.67708,8110.998,0.67708,3268.413,0.67708,10325.030,0.677083,2220.310,0.67708,1312.767,0.677083,3228.034,0.67708,2259.496,0.677083,438.325,0.67708,1613.904,0.67708,9220.139
0.70933,1913.267,0.709325,2177.657,0.70933,1903.551,0.70933,7044.415,0.70933,7766.646,0.70933,9008.978,0.70933,8034.080,0.70933,8970.672,0.70933,2604.150,0.70933,1413.694,0.70933,5770.087,0.70933,10363.001,0.70933,2029.651,0.70933,1235.423,0.70933,7169.429,0.709325,1537.595,0.70933,5391.109,0.70933,643.176,0.70933,745.555,0.70933,6777.335,0.70933,1728.601,0.70933,4978.564,0.70933,6293.549,0.70933,5392.952,0.70933,1866.805,0.70933,667.643,0.70933,1181.829,0.70933,2389.895,0.70933,473.385,0.70933,1319.624,0.70933,794.136,0.70933,4619.993,0.70933,1204.240,0.70933,8615.229,0.70933,8230.435,0.70933,2176.826,0.709325,583.652,0.709325,1205.133,0.70933,10679.319,0.70933,1194.572,0.70933,5105.425,0.70933,5109.874,0.70933,9709.515,0.70933,969.968,0.70933,315.074,0.70933,2666.880,0.709325,5934.534,0.70933,7129.886,0.70933,3119.023,0.709325,1277.647,0.70933,814.906,0.70933,3225.595,0.70933,5690.492,0.70933,8855.161,0.70933,263.670,0.70933,11627.649,0.70933,1572.378,0.70933,2783.938,0.70933,5054.267,0.709325,397.249,0.70933,3440.570,0.70933,3226.081,0.70933,2103.099,0.70933,779.695,0.70933,9643.957,0.70933,8022.844,0.70933,7835.350,0.70933,3666.943,0.70933,156.634,0.70933,2479.607,0.70933,4034.774,0.70933,10779.418,0.70933,6945.634,0.709325,230.718,0.70933,9800.816,0.70933,2746.251,0.70933,724.907,0.70933,5722.905,0.70933,1598.528,0.70933,9275.462,0.709325,4438.200,0.70933,8620.106,0.70933,511.339,0.70933,2507.833,0.70933,5461.095,0.70933,1392.595,0.70933,6147.690,0.70933,1178.593,0.70933,11115.014,0.709325,2840.117,0.70933,1823.228,0.709325,2817.580,0.70933,2471.373,0.709325,546.608,0.70933,2216.423,0.70933,9359.907
0.74157,2525.276,0.741567,2557.853,0.74157,1927.312,0.74157,6787.657,0.74157,8968.626,0.74157,7984.102,0.74157,5729.833,0.74157,9725.131,0.74157,1822.235,0.74157,1622.912,0.74157,5540.373,0.74157,11891.929,0.74157,511.120,0.74157,1416.563,0.74157,5900.099,0.741567,2998.026,0.74157,4664.127,0.74157,768.912,0.74157,642.261,0.74157,7657.500,0.74157,740.120,0.74157,4774.258,0.74157,6403.695,0.74157,4520.911,0.74157,2909.505,0.74157,464.056,0.74157,1937.486,0.74157,1209.137,0.74157,655.261,0.74157,1675.947,0.74157,1347.045,0.74157,6809.153,0.74157,866.544,0.74157,9394.945,0.74157,7530.990,0.74157,887.055,0.741567,825.949,0.741567,3320.083,0.74157,9544.771,0.74157,3239.434,0.74157,2582.666,0.74157,4803.021,0.74157,8968.406,0.74157,1027.567,0.74157,1017.190,0.74157,6452.723,0.741567,7787.767,0.74157,5846.805,0.74157,1825.973,0.741567,2442.952,0.74157,800.369,0.74157,2331.904,0.74157,5827.621,0.74157,8828.924,0.74157,311.190,0.74157,10728.565,0.74157,447.086,0.74157,1633.927,0.74157,6469.333,0.741567,536.027,0.74157,2115.948,0.74157,6010.749,0.74157,1279.197,0.74157,1365.136,0.74157,9957.432,0.74157,8706.651,0.74157,6449.183,0.74157,4514.264,0.74157,206.524,0.74157,2341.020,0.74157,5624.776,0.74157,9620.381,0.74157,5185.673,0.741567,238.610,0.74157,10235.934,0.74157,3119.307,0.74157,1224.877,0.74157,3963.712,0.74157,453.711,0.74157,11012.680,0.741567,5692.167,0.74157,9401.883,0.74157,60.773,0.74157,3451.711,0.74157,4718.535,0.74157,751.146,0.74157,4230.978,0.74157,144.511,0.74157,10958.758,0.741567,2820.384,0.74157,2775.654,0.741567,1942.931,0.74157,2821.218,0.741567,711.666,0.74157,3450.431,0.74157,8461.649
