Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86
0.32242,552.038,0.32242,745.142,0.32242,603.027,0.32242,533.358,0.32242,344.600,0.322421,114.859,0.32242,527.321,0.322421,784.257,0.32242,685.062,0.322421,259.213,0.32242,414.890,0.32242,79.688,0.32242,161.433,0.32242,2651.229,0.322421,780.613,0.322421,1528.942,0.322421,3182.087,0.32242,285.028,0.32242,148.700,0.322421,912.558,0.32242,487.261,0.322421,1073.120,0.32242,255.069,0.322421,1494.912,0.32242,467.921,0.32242,2284.565,0.32242,253.352,0.32242,348.207,0.32242,2574.126,0.322421,586.483,0.32242,4895.135,0.32242,1298.833,0.32242,522.500,0.32242,218.505,0.32242,4459.280,0.32242,7429.300,0.32242,113.878,0.32242,308.134,0.32242,936.637,0.322421,66.900,0.322421,83.885,0.32242,7453.433,0.322421,679.232,0.32242,91.448,0.32242,203.042,0.32242,13.346,0.32242,135.528,0.32242,3345.473,0.32242,166.053,0.32242,308.821,0.32242,465.829,0.32242,1792.052,0.32242,3363.931,0.32242,347.087,0.32242,415.090,0.32242,55.019,0.32242,943.772,0.32242,1435.633,0.32242,19959.375,0.32242,121.422,0.32242,116.711,0.32242,64.971,0.32242,1473.500,0.32242,457.172,0.32242,134.033,0.32242,52.308,0.32242,186.465,0.32242,1752.094,0.32242,429.109,0.32242,5563.408,0.32242,1266.479,0.32242,42.386,0.32242,505.669,0.32242,137.122,0.32242,155.388,0.32242,292.083,0.32242,404.414,0.32242,15.946,0.32242,488.024,0.322421,826.989,0.32242,475.092,0.322421,119.693,0.32242,2701.227,0.322421,1072.722,0.32242,15.460,0.322421,18.375,0.32242,578.769
0.35466,488.820,0.35466,519.677,0.35466,722.215,0.35466,631.908,0.35466,445.233,0.354663,162.957,0.35466,370.187,0.354663,1005.087,0.35466,863.004,0.354663,367.183,0.35466,496.798,0.35466,106.746,0.35466,143.367,0.35466,4207.230,0.354663,930.366,0.354663,568.594,0.354663,2600.603,0.35466,305.744,0.35466,608.333,0.354663,736.118,0.35466,572.955,0.354663,1755.424,0.35466,325.942,0.354663,1419.877,0.35466,533.868,0.35466,2433.520,0.35466,356.315,0.35466,427.344,0.35466,3764.787,0.354663,515.123,0.35466,6179.779,0.35466,1431.583,0.35466,988.334,0.35466,286.633,0.35466,4572.665,0.35466,7021.217,0.35466,85.834,0.35466,288.852,0.35466,823.841,0.354663,70.408,0.354663,67.387,0.35466,7363.707,0.354663,638.809,0.35466,133.538,0.35466,132.254,0.35466,30.674,0.35466,995.688,0.35466,5981.504,0.35466,193.639,0.35466,279.446,0.35466,467.577,0.35466,3070.316,0.35466,4502.677,0.35466,864.454,0.35466,651.213,0.35466,53.916,0.35466,1212.722,0.35466,2599.655,0.35466,22201.506,0.35466,194.509,0.35466,164.651,0.35466,188.944,0.35466,1312.185,0.35466,515.958,0.35466,171.286,0.35466,136.882,0.35466,440.849,0.35466,1530.193,0.35466,820.053,0.35466,5897.868,0.35466,1834.545,0.35466,303.289,0.35466,622.508,0.35466,259.620,0.35466,100.378,0.35466,321.831,0.35466,1056.522,0.35466,27.536,0.35466,456.907,0.354663,881.169,0.35466,500.846,0.354663,148.132,0.35466,1562.428,0.354663,1486.053,0.35466,104.515,0.354663,9.799,0.35466,1875.999
0.38690,415.411,0.38690,542.192,0.38690,715.877,0.38690,792.670,0.38690,457.717,0.386905,201.601,0.38690,254.541,0.386905,1117.319,0.38690,1002.551,0.386905,492.355,0.38690,661.972,0.38690,240.542,0.38690,121.267,0.38690,5682.755,0.386905,858.303,0.386905,127.986,0.386905,1622.248,0.38690,270.591,0.38690,1708.167,0.386905,548.434,0.38690,637.558,0.386905,2018.982,0.38690,464.488,0.386905,1332.576,0.38690,647.438,0.38690,2196.600,0.38690,1080.130,0.38690,407.032,0.38690,4861.190,0.386905,398.327,0.38690,6705.118,0.38690,1528.944,0.38690,1952.719,0.38690,373.120,0.38690,4507.626,0.38690,6247.353,0.38690,67.778,0.38690,295.377,0.38690,667.690,0.386905,117.996,0.386905,49.196,0.38690,7019.320,0.386905,770.628,0.38690,257.513,0.38690,139.578,0.38690,72.421,0.38690,2903.119,0.38690,8326.100,0.38690,384.257,0.38690,256.171,0.38690,508.173,0.38690,4423.595,0.38690,5313.296,0.38690,1762.042,0.38690,1039.478,0.38690,120.402,0.38690,1428.834,0.38690,4989.283,0.38690,20792.473,0.38690,317.776,0.38690,228.558,0.38690,373.729,0.38690,1196.336,0.38690,697.772,0.38690,208.250,0.38690,151.193,0.38690,585.123,0.38690,1121.531,0.38690,1461.252,0.38690,5687.693,0.38690,2572.580,0.38690,1634.626,0.38690,548.882,0.38690,376.255,0.38690,104.742,0.38690,503.467,0.38690,2197.837,0.38690,53.747,0.38690,517.829,0.386905,906.464,0.38690,479.033,0.386905,162.830,0.38690,629.086,0.386905,1611.343,0.38690,251.154,0.386905,27.393,0.38690,3574.366
0.41915,420.534,0.41915,589.794,0.41915,635.308,0.41915,1245.843,0.41915,318.383,0.419147,208.009,0.41915,267.949,0.419147,1076.091,0.41915,1029.043,0.419147,511.688,0.41915,807.755,0.41915,614.432,0.41915,192.300,0.41915,6344.806,0.419147,621.861,0.419147,140.529,0.419147,1016.647,0.41915,304.467,0.41915,3190.867,0.419147,446.021,0.41915,677.177,0.419147,1731.783,0.41915,596.455,0.419147,1316.655,0.41915,863.393,0.41915,2007.766,0.41915,2297.110,0.41915,470.206,0.41915,5504.780,0.419147,306.457,0.41915,6372.827,0.41915,1657.461,0.41915,3539.340,0.41915,435.213,0.41915,3948.507,0.41915,5310.770,0.41915,54.928,0.41915,319.021,0.41915,491.162,0.419147,184.335,0.419147,86.797,0.41915,6398.873,0.419147,1261.129,0.41915,817.030,0.41915,444.444,0.41915,196.214,0.41915,5161.187,0.41915,9518.657,0.41915,711.376,0.41915,271.684,0.41915,567.479,0.41915,5517.026,0.41915,5540.915,0.41915,2870.163,0.41915,1843.159,0.41915,242.325,0.41915,1585.197,0.41915,8931.476,0.41915,16535.385,0.41915,420.064,0.41915,275.747,0.41915,548.602,0.41915,1458.693,0.41915,923.721,0.41915,214.921,0.41915,152.392,0.41915,626.043,0.41915,716.984,0.41915,2469.990,0.41915,4932.967,0.41915,3342.773,0.41915,3846.465,0.41915,410.243,0.41915,449.569,0.41915,156.183,0.41915,1331.220,0.41915,3338.771,0.41915,138.084,0.41915,695.463,0.419147,926.308,0.41915,560.992,0.419147,142.038,0.41915,176.249,0.419147,1347.679,0.41915,350.037,0.419147,95.710,0.41915,4992.554
0.45139,610.839,0.45139,548.789,0.45139,553.849,0.45139,2299.773,0.45139,152.300,0.451389,157.571,0.45139,395.906,0.451389,965.043,0.45139,881.571,0.451389,433.848,0.45139,862.681,0.45139,1066.550,0.45139,439.633,0.45139,6001.095,0.451389,356.229,0.451389,704.920,0.451389,1254.369,0.45139,377.945,0.45139,4469.333,0.451389,433.184,0.45139,678.427,0.451389,1210.058,0.45139,637.456,0.451389,1360.279,0.45139,1030.780,0.45139,2575.826,0.45139,3602.973,0.45139,937.675,0.45139,5515.130,0.451389,259.408,0.45139,5496.084,0.45139,1907.221,0.45139,5539.546,0.45139,423.693,0.45139,2910.983,0.45139,4236.321,0.45139,64.092,0.45139,372.908,0.45139,336.201,0.451389,171.693,0.451389,166.407,0.45139,5334.693,0.451389,2070.038,0.45139,1956.367,0.45139,1126.292,0.45139,545.215,0.45139,7011.340,0.45139,9293.866,0.45139,963.887,0.45139,382.526,0.45139,611.432,0.45139,6230.281,0.45139,5213.178,0.45139,3989.366,0.45139,3234.984,0.45139,462.702,0.45139,2011.230,0.45139,14121.341,0.45139,11120.670,0.45139,448.596,0.45139,456.092,0.45139,774.139,0.45139,2257.390,0.45139,1070.218,0.45139,207.952,0.45139,254.349,0.45139,699.410,0.45139,476.059,0.45139,3733.622,0.45139,3873.327,0.45139,3881.577,0.45139,5946.313,0.45139,389.075,0.45139,583.430,0.45139,144.475,0.45139,3215.322,0.45139,3655.980,0.45139,249.147,0.45139,1088.096,0.451389,986.444,0.45139,910.757,0.451389,134.051,0.45139,31.419,0.451389,865.197,0.45139,355.015,0.451389,175.735,0.45139,5570.298
0.48363,948.056,0.48363,394.970,0.48363,533.444,0.48363,4022.537,0.48363,25.600,0.483631,93.271,0.48363,857.439,0.483631,898.061,0.48363,674.665,0.483631,336.517,0.48363,781.643,0.48363,1296.911,0.48363,1151.467,0.48363,4807.731,0.483631,215.090,0.483631,1848.672,0.483631,2207.785,0.48363,452.961,0.48363,5089.733,0.483631,430.003,0.48363,615.538,0.483631,898.127,0.48363,648.457,0.483631,1349.551,0.48363,951.543,0.48363,4285.423,0.48363,4619.626,0.48363,2055.466,0.48363,4881.870,0.483631,250.564,0.48363,4380.354,0.48363,2372.364,0.48363,7333.583,0.48363,646.354,0.48363,1743.994,0.48363,3006.177,0.48363,42.710,0.48363,452.273,0.48363,270.449,0.483631,90.503,0.483631,213.795,0.48363,3993.712,0.483631,2906.557,0.48363,3411.841,0.48363,1911.395,0.48363,1512.462,0.48363,8016.757,0.48363,8137.956,0.48363,972.735,0.48363,576.098,0.48363,691.596,0.48363,6458.987,0.48363,4568.617,0.48363,4919.082,0.48363,4804.334,0.48363,897.554,0.48363,3294.482,0.48363,19635.262,0.48363,6200.943,0.48363,498.497,0.48363,1080.935,0.48363,1248.356,0.48363,3228.063,0.48363,1068.203,0.48363,261.859,0.48363,534.713,0.48363,838.758,0.48363,393.176,0.48363,4850.008,0.48363,2768.284,0.48363,3987.536,0.48363,7303.644,0.48363,582.186,0.48363,872.139,0.48363,33.507,0.48363,5839.347,0.48363,2848.660,0.48363,294.374,0.48363,1758.377,0.483631,1118.984,0.48363,1725.432,0.483631,207.105,0.48363,5.437,0.483631,441.773,0.48363,284.371,0.483631,210.842,0.48363,5281.121
0.51587,1292.687,0.51587,293.699,0.51587,559.174,0.51587,6131.219,0.51587,15.800,0.515873,87.128,0.51587,1933.209,0.515873,900.725,0.51587,545.173,0.515873,294.618,0.51587,617.013,0.51587,1125.704,0.51587,2500.483,0.51587,3383.430,0.515873,243.051,0.515873,3249.729,0.515873,3222.273,0.51587,512.620,0.51587,5014.800,0.515873,333.974,0.51587,463.743,0.515873,1050.030,0.51587,762.180,0.515873,1314.652,0.51587,616.230,0.51587,6353.084,0.51587,5096.456,0.51587,3603.064,0.51587,3729.314,0.515873,291.301,0.51587,3241.172,0.51587,3169.083,0.51587,8353.306,0.51587,1513.822,0.51587,797.718,0.51587,1694.045,0.51587,11.118,0.51587,724.655,0.51587,319.589,0.515873,109.447,0.515873,189.633,0.51587,2639.183,0.515873,3446.240,0.51587,4800.725,0.51587,2233.135,0.51587,3227.968,0.51587,8189.978,0.51587,6779.106,0.51587,854.595,0.51587,765.033,0.51587,988.812,0.51587,6425.943,0.51587,3830.635,0.51587,5489.747,0.51587,5833.755,0.51587,1922.664,0.51587,6138.606,0.51587,24130.408,0.51587,2784.749,0.51587,864.209,0.51587,2212.231,0.51587,2169.726,0.51587,3857.878,0.51587,989.145,0.51587,410.334,0.51587,1003.520,0.51587,977.986,0.51587,411.290,0.51587,5289.132,0.51587,1863.867,0.51587,3515.676,0.51587,7771.794,0.51587,1113.342,0.51587,1355.261,0.51587,12.865,0.51587,8303.514,0.51587,1487.853,0.51587,294.783,0.51587,2555.969,0.515873,1276.928,0.51587,3064.489,0.515873,329.829,0.51587,4.913,0.515873,223.277,0.51587,207.815,0.515873,201.716,0.51587,4568.072
0.54812,1445.671,0.54812,342.443,0.54812,595.678,0.54812,8084.058,0.54812,74.200,0.548115,153.917,0.54812,3361.109,0.548115,975.026,0.54812,554.299,0.548115,360.077,0.54812,478.056,0.54812,635.591,0.54812,4099.650,0.54812,2218.581,0.548115,452.681,0.548115,4524.812,0.548115,3644.973,0.54812,499.591,0.54812,4489.600,0.548115,169.628,0.54812,298.801,0.548115,1584.902,0.54812,1259.725,0.548115,1284.438,0.54812,413.584,0.54812,7735.756,0.54812,4987.976,0.54812,5071.064,0.54812,2334.240,0.548115,336.642,0.54812,2166.626,0.54812,4364.825,0.54812,8331.356,0.54812,3037.206,0.54812,290.439,0.54812,564.159,0.54812,175.662,0.54812,1475.046,0.54812,363.098,0.548115,384.831,0.548115,127.786,0.54812,1609.576,0.548115,3428.678,0.54812,5749.485,0.54812,1783.303,0.54812,5120.010,0.54812,7475.444,0.54812,5543.223,0.54812,980.004,0.54812,857.705,0.54812,1714.729,0.54812,6284.838,0.54812,3036.739,0.54812,5591.662,0.54812,5828.181,0.54812,3637.673,0.54812,10599.845,0.54812,26373.078,0.54812,1409.799,0.54812,1861.804,0.54812,3554.954,0.54812,3486.796,0.54812,4051.879,0.54812,992.278,0.54812,598.627,0.54812,1707.088,0.54812,1031.605,0.54812,488.189,0.54812,5065.307,0.54812,1259.575,0.54812,2600.749,0.54812,7517.580,0.54812,1986.919,0.54812,2120.265,0.54812,242.600,0.54812,9802.277,0.54812,474.163,0.54812,253.126,0.54812,3121.180,0.548115,1275.913,0.54812,4752.158,0.548115,397.953,0.54812,116.651,0.548115,351.698,0.54812,131.814,0.548115,216.851,0.54812,3817.918
0.58036,1285.981,0.58036,433.199,0.58036,588.454,0.58036,9333.434,0.58036,149.717,0.580357,270.596,0.58036,4783.148,0.580357,1068.615,0.58036,763.604,0.580357,470.192,0.58036,381.748,0.58036,181.945,0.58036,5453.733,0.58036,1426.951,0.580357,683.948,0.580357,5148.686,0.580357,3277.796,0.58036,438.128,0.58036,3686.367,0.580357,85.990,0.58036,213.391,0.580357,2034.529,0.58036,2349.723,0.580357,1174.959,0.58036,932.342,0.58036,7900.376,0.58036,4363.589,0.58036,5960.837,0.58036,1130.746,0.580357,434.652,0.58036,1279.653,0.58036,5959.500,0.58036,7581.098,0.58036,4931.531,0.58036,129.137,0.58036,95.272,0.58036,1158.043,0.58036,2780.724,0.58036,306.644,0.580357,1117.119,0.580357,80.410,0.58036,1044.168,0.580357,2804.239,0.58036,6195.893,0.58036,921.831,0.58036,6558.017,0.58036,6152.616,0.58036,4265.361,0.58036,1768.652,0.58036,858.823,0.58036,2879.995,0.58036,5967.616,0.58036,2138.023,0.58036,5304.235,0.58036,4804.207,0.58036,5559.764,0.58036,15806.961,0.58036,25441.834,0.58036,2309.041,0.58036,3439.903,0.58036,4579.655,0.58036,4831.823,0.58036,4422.672,0.58036,1208.426,0.58036,755.443,0.58036,2548.954,0.58036,1002.039,0.58036,640.591,0.58036,4472.616,0.58036,1175.889,0.58036,1581.453,0.58036,6646.579,0.58036,3028.101,0.58036,3132.672,0.58036,948.622,0.58036,9975.711,0.58036,69.032,0.58036,186.129,0.58036,3098.783,0.580357,1029.333,0.58036,6463.459,0.580357,384.335,0.58036,500.765,0.580357,764.007,0.58036,142.268,0.580357,341.251,0.58036,3023.953
0.61260,868.033,0.61260,530.550,0.61260,525.353,0.61260,9542.622,0.61260,202.133,0.612599,435.789,0.61260,5881.918,0.612599,1240.224,0.61260,1129.635,0.612599,500.553,0.61260,342.201,0.61260,100.086,0.61260,5965.733,0.61260,901.230,0.612599,744.373,0.612599,4776.506,0.612599,2276.068,0.61260,353.429,0.61260,2660.133,0.612599,201.483,0.61260,389.038,0.612599,2027.494,0.61260,3989.239,0.612599,1040.483,0.61260,2281.489,0.61260,7125.543,0.61260,3348.830,0.61260,6087.273,0.61260,553.032,0.612599,914.030,0.61260,695.768,0.61260,7798.615,0.61260,6548.789,0.61260,6692.901,0.61260,166.192,0.61260,67.276,0.61260,3239.520,0.61260,4330.804,0.61260,207.690,0.612599,2377.182,0.612599,116.359,0.61260,961.156,0.612599,1791.665,0.61260,6088.458,0.61260,267.783,0.61260,7059.655,0.61260,4422.259,0.61260,2747.230,0.61260,3402.577,0.61260,825.965,0.61260,4268.299,0.61260,5245.585,0.61260,1241.858,0.61260,4772.780,0.61260,3287.207,0.61260,6944.675,0.61260,20186.904,0.61260,21165.916,0.61260,5547.619,0.61260,5175.733,0.61260,4881.178,0.61260,5806.140,0.61260,5989.357,0.61260,1665.508,0.61260,789.895,0.61260,3430.021,0.61260,1004.781,0.61260,916.391,0.61260,3875.807,0.61260,1846.038,0.61260,840.879,0.61260,5163.488,0.61260,3812.011,0.61260,4334.342,0.61260,2538.948,0.61260,8928.081,0.61260,2.339,0.61260,134.172,0.61260,2507.465,0.612599,663.650,0.61260,7783.158,0.612599,389.306,0.61260,1208.806,0.612599,1226.247,0.61260,195.955,0.612599,463.667,0.61260,1987.341
0.64484,455.606,0.64484,593.358,0.64484,524.529,0.64484,8717.864,0.64484,384.133,0.644841,492.197,0.64484,6380.364,0.644841,1547.854,0.64484,1367.900,0.644841,416.714,0.64484,315.818,0.64484,289.165,0.64484,5296.383,0.64484,502.532,0.644841,666.571,0.644841,3486.031,0.644841,1167.964,0.64484,352.090,0.64484,1529.133,0.644841,478.925,0.64484,819.288,0.644841,1568.972,0.64484,5739.498,0.644841,1100.921,0.64484,4196.467,0.64484,6031.220,0.64484,2171.546,0.64484,5560.365,0.64484,677.884,0.644841,2147.389,0.64484,418.379,0.64484,9522.955,0.64484,5586.918,0.64484,7850.956,0.64484,505.205,0.64484,492.747,0.64484,5571.618,0.64484,5552.087,0.64484,145.953,0.644841,3664.599,0.644841,284.127,0.64484,1274.553,0.644841,972.092,0.64484,5616.485,0.64484,164.555,0.64484,6521.418,0.64484,2723.788,0.64484,1184.188,0.64484,5436.641,0.64484,856.854,0.64484,5494.739,0.64484,4047.239,0.64484,588.204,0.64484,4183.848,0.64484,1878.133,0.64484,7188.613,0.64484,21934.182,0.64484,14462.049,0.64484,10968.244,0.64484,6472.800,0.64484,4392.491,0.64484,6196.253,0.64484,9108.351,0.64484,2141.376,0.64484,694.463,0.64484,4306.375,0.64484,1106.745,0.64484,1204.424,0.64484,3407.447,0.64484,3260.852,0.64484,618.071,0.64484,3253.286,0.64484,3966.552,0.64484,5619.766,0.64484,4444.564,0.64484,7086.539,0.64484,9.000,0.64484,96.386,0.64484,1819.590,0.644841,427.698,0.64484,8371.666,0.644841,506.801,0.64484,2256.194,0.644841,1459.740,0.64484,268.973,0.644841,443.313,0.64484,812.282
0.67708,246.040,0.67708,577.131,0.67708,814.396,0.67708,7226.101,0.67708,1047.800,0.677083,348.772,0.67708,6090.389,0.677083,2120.022,0.67708,1268.348,0.677083,282.057,0.67708,316.021,0.67708,813.303,0.67708,3679.483,0.67708,257.734,0.677083,531.395,0.677083,1887.240,0.677083,449.727,0.67708,401.254,0.67708,607.900,0.677083,809.003,0.67708,1404.519,0.677083,966.078,0.67708,6791.110,0.677083,1505.511,0.67708,5941.129,0.67708,4956.242,0.67708,1163.013,0.67708,4621.576,0.67708,1518.870,0.677083,4127.654,0.67708,322.698,0.67708,10621.815,0.67708,4628.848,0.67708,8421.229,0.67708,1224.397,0.67708,1631.687,0.67708,7202.603,0.67708,6019.303,0.67708,194.490,0.677083,4469.235,0.677083,798.817,0.67708,1838.907,0.677083,913.118,0.67708,4745.503,0.67708,550.312,0.67708,5341.478,0.67708,1644.473,0.67708,255.064,0.67708,7053.244,0.67708,1083.433,0.67708,6365.157,0.67708,2542.198,0.67708,366.313,0.67708,3514.917,0.67708,944.446,0.67708,6335.454,0.67708,19925.328,0.67708,7414.434,0.67708,17442.514,0.67708,7055.250,0.67708,3371.562,0.67708,5992.392,0.67708,13277.729,0.67708,2364.903,0.67708,594.692,0.67708,4989.696,0.67708,1320.708,0.67708,1386.346,0.67708,2930.057,0.67708,4969.146,0.67708,938.321,0.67708,1446.949,0.67708,3398.006,0.67708,6712.241,0.67708,6060.552,0.67708,5042.093,0.67708,7.095,0.67708,185.520,0.67708,1572.807,0.677083,349.917,0.67708,8171.297,0.677083,837.139,0.67708,2975.436,0.677083,1389.199,0.67708,353.596,0.677083,344.828,0.67708,99.351
0.70933,155.373,0.70933,458.637,0.70933,1616.746,0.70933,5617.169,0.70933,2217.967,0.709325,225.724,0.70933,5054.855,0.709325,3265.942,0.70933,879.533,0.709325,359.858,0.70933,356.940,0.70933,1298.504,0.70933,1844.367,0.70933,271.671,0.709325,592.266,0.709325,676.183,0.709325,242.968,0.70933,522.121,0.70933,187.333,0.709325,897.068,0.70933,2017.689,0.709325,544.812,0.70933,6774.604,0.709325,2321.254,0.70933,6929.008,0.70933,3866.774,0.70933,507.825,0.70933,3473.327,0.70933,2916.136,0.709325,6295.978,0.70933,425.760,0.70933,10738.663,0.70933,3507.512,0.70933,8516.090,0.70933,2285.562,0.70933,2777.557,0.70933,7630.323,0.70933,5754.024,0.70933,308.235,0.709325,4596.350,0.709325,1663.559,0.70933,2610.298,0.709325,1684.747,0.70933,3625.721,0.70933,1239.816,0.70933,4233.163,0.70933,1569.706,0.70933,68.347,0.70933,7631.253,0.70933,1684.824,0.70933,6633.528,0.70933,1273.775,0.70933,841.522,0.70933,2661.453,0.70933,542.315,0.70933,5048.758,0.70933,14649.188,0.70933,2656.993,0.70933,22678.148,0.70933,6976.688,0.70933,2213.827,0.70933,5374.938,0.70933,17401.457,0.70933,2073.099,0.70933,598.477,0.70933,5216.401,0.70933,1476.442,0.70933,1405.057,0.70933,2351.931,0.70933,6373.346,0.70933,1756.246,0.70933,364.616,0.70933,2284.734,0.70933,7393.906,0.70933,7241.326,0.70933,3224.970,0.70933,137.960,0.70933,615.825,0.70933,1886.601,0.709325,261.994,0.70933,7373.099,0.709325,1357.073,0.70933,2739.759,0.709325,1156.594,0.70933,678.844,0.709325,346.140,0.70933,74.047
0.74157,108.211,0.74157,334.461,0.74157,2987.133,0.74157,4231.657,0.74157,3621.900,0.741567,243.204,0.74157,3653.126,0.741567,5047.486,0.74157,511.381,0.741567,746.605,0.74157,362.724,0.74157,1364.296,0.74157,631.633,0.74157,432.417,0.741567,1172.194,0.741567,226.849,0.741567,221.545,0.74157,910.040,0.74157,420.367,0.741567,615.293,0.74157,2409.517,0.741567,346.893,0.74157,5848.611,0.741567,3612.965,0.74157,7082.864,0.74157,2641.327,0.74157,352.458,0.74157,2257.638,0.74157,4487.707,0.741567,7752.341,0.74157,856.994,0.74157,9764.018,0.74157,2177.101,0.74157,8457.091,0.74157,3396.597,0.74157,3579.556,0.74157,7100.583,0.74157,5154.526,0.74157,468.538,0.741567,4266.790,0.741567,2535.533,0.74157,3477.274,0.741567,2934.637,0.74157,2324.013,0.74157,1708.465,0.74157,3605.424,0.74157,2538.309,0.74157,436.365,0.74157,7164.159,0.74157,2789.333,0.74157,6562.709,0.74157,871.285,0.74157,1861.060,0.74157,1633.525,0.74157,556.691,0.74157,4120.035,0.74157,8402.099,0.74157,1442.870,0.74157,24328.348,0.74157,6639.847,0.74157,1249.948,0.74157,4630.097,0.74157,20307.553,0.74157,1389.144,0.74157,756.015,0.74157,4811.773,0.74157,1540.188,0.74157,1265.678,0.74157,1609.695,0.74157,7042.462,0.74157,2802.359,0.74157,125.453,0.74157,1186.978,0.74157,7643.695,0.74157,8071.345,0.74157,1763.304,0.74157,934.413,0.74157,1380.778,0.74157,2327.827,0.741567,178.283,0.74157,6424.021,0.741567,2161.966,0.74157,1731.368,0.741567,980.703,0.74157,1718.087,0.741567,399.884,0.74157,637.595
0.77381,115.997,0.77381,279.717,0.77381,4727.900,0.77381,3066.414,0.77381,4854.750,0.773810,330.382,0.77381,2404.255,0.773810,6942.968,0.77381,485.116,0.773810,1704.215,0.77381,425.806,0.77381,1082.691,0.77381,252.500,0.77381,662.321,0.773810,2648.073,0.773810,140.141,0.773810,193.901,0.77381,1776.185,0.77381,1161.367,0.773810,266.531,0.77381,2548.061,0.773810,315.548,0.77381,4905.677,0.773810,5442.301,0.77381,6697.087,0.77381,1418.678,0.77381,628.117,0.77381,1202.565,0.77381,5871.883,0.773810,7902.951,0.77381,1616.834,0.77381,7869.319,0.77381,990.019,0.77381,8053.094,0.77381,4162.852,0.77381,4181.196,0.77381,6314.388,0.77381,4645.752,0.77381,698.793,,,0.773810,3473.037,0.77381,4355.565,0.773810,3995.486,0.77381,1273.129,0.77381,1623.025,0.77381,3258.538,0.77381,4225.823,0.77381,1497.476,0.77381,6249.598,0.77381,4342.964,0.77381,6428.648,0.77381,1562.359,0.77381,3062.933,0.77381,641.117,0.77381,897.368,0.77381,3828.500,0.77381,4211.460,0.77381,4109.906,0.77381,21466.928,0.77381,6263.886,0.77381,677.545,0.77381,3769.140,0.77381,21211.961,0.77381,669.561,0.77381,1073.434,0.77381,3831.648,0.77381,1485.077,0.77381,992.327,0.77381,873.509,0.77381,6871.515,0.77381,3725.183,0.77381,265.203,0.77381,508.799,0.77381,7635.493,0.77381,8564.597,0.77381,675.151,0.77381,2269.429,0.77381,2294.061,0.77381,2311.709,0.773810,129.914,0.77381,5564.476,0.773810,3289.329,0.77381,691.660,0.773810,1009.632,0.77381,3370.434,0.773810,462.175,0.77381,1816.426
0.80605,270.208,0.80605,343.681,0.80605,6379.112,0.80605,2069.384,0.80605,5677.183,0.806052,393.420,0.80605,1633.790,0.806052,8137.541,0.80605,816.901,0.806052,3213.639,0.80605,681.306,0.80605,860.075,0.80605,271.267,0.80605,1054.734,0.806052,5100.476,,,0.806052,159.600,0.80605,3256.067,0.80605,2487.967,0.806052,393.312,0.80605,2460.223,0.806052,294.822,0.80605,4367.373,0.806052,7607.769,0.80605,6014.356,0.80605,584.395,0.80605,1286.853,0.80605,593.914,0.80605,6666.443,0.806052,7035.802,0.80605,2541.077,0.80605,5599.599,0.80605,380.503,0.80605,7084.989,0.80605,4356.075,0.80605,4870.092,0.80605,5720.887,0.80605,4332.537,0.80605,927.680,,,0.806052,4410.810,0.80605,5064.375,0.806052,4324.385,0.80605,866.066,0.80605,1127.223,0.80605,2685.070,0.80605,6052.331,0.80605,3056.734,0.80605,5546.494,0.80605,6030.913,0.80605,6302.526,0.80605,2878.253,0.80605,4100.654,0.80605,96.245,0.80605,1665.796,0.80605,3664.047,0.80605,4157.831,0.80605,9784.037,0.80605,15328.996,0.80605,5913.748,0.80605,535.343,0.80605,2728.261,0.80605,19774.135,0.80605,371.957,0.80605,1601.465,0.80605,2539.001,0.80605,1292.259,0.80605,690.132,0.80605,330.052,0.80605,6123.641,0.80605,4148.031,0.80605,947.314,0.80605,168.674,0.80605,7528.286,0.80605,8529.807,0.80605,193.987,0.80605,3233.253,0.80605,3212.527,0.80605,1689.417,0.806052,809.793,0.80605,4847.676,0.806052,4634.896,0.80605,179.118,0.806052,1416.766,0.80605,5152.476,0.806052,532.452,0.80605,2960.988
